Date,Temperature (C),Weather,Wind (km/h),Humidity (%),Barometer (mbar),Visibility (km)
Privacy-1-28 01:53,8,Clear.,9,89,1026,16
Privacy-1-28 02:53,9,Passing clouds.,0,83,1026,16
Privacy-1-28 03:53,8,Passing clouds.,7,86,1026,16
Privacy-1-28 04:53,8,Passing clouds.,6,89,1026,16
Privacy-1-28 05:53,7,Passing clouds.,0,86,1026,16
Privacy-1-28 06:53,8,Overcast.,13,86,1025,16
Privacy-1-28 07:53,11,Broken clouds.,13,83,1025,16
Privacy-1-28 08:53,11,Mostly cloudy.,6,83,1026,16
Privacy-1-28 09:53,12,Mostly cloudy.,6,80,1026,16
Privacy-1-28 10:53,13,Broken clouds.,11,72,1025,16
Privacy-1-28 11:53,14,Overcast.,6,67,1025,16
Privacy-1-28 12:53,13,Light rain. Mostly cloudy.,11,72,1024,13
Privacy-1-28 13:53,14,Partly sunny.,15,75,1024,13
Privacy-1-28 14:53,15,Mostly cloudy.,7,69,1024,16
Privacy-1-28 15:53,14,Partly sunny.,9,72,1023,16
Privacy-1-28 16:53,15,Cloudy.,0,69,1023,16
Privacy-1-28 17:53,14,Overcast.,0,75,1023,16
Privacy-1-28 18:53,14,Partly cloudy.,0,78,1023,16
Privacy-1-28 19:53,14,Mostly cloudy.,0,74,1023,16
Privacy-1-28 20:53,14,Mostly cloudy.,7,81,1024,16
Privacy-1-28 21:53,14,Mostly cloudy.,0,70,1023,16
Privacy-1-28 22:53,14,Mostly cloudy.,0,72,1024,16
Privacy-1-28 23:53,14,Overcast.,7,75,1023,16
Privacy-1-29 00:53,14,Overcast.,6,78,1023,16
Privacy-1-29 01:53,14,Light rain. Overcast.,6,87,1023,11
Privacy-1-29 02:53,14,Mostly cloudy.,0,87,1023,13
Privacy-1-29 03:53,14,Mostly cloudy.,11,90,1022,11
Privacy-1-29 04:53,13,Light rain. Fog.,9,90,1021,10
Privacy-1-29 05:53,13,Light rain. Fog.,6,90,1022,10
Privacy-1-29 06:53,14,Overcast.,11,83,1022,16
Privacy-1-29 07:53,14,Overcast.,19,81,1021,16
Privacy-1-29 08:53,14,Mostly cloudy.,17,78,1022,16
Privacy-1-29 09:53,15,More clouds than sun.,20,81,1022,16
Privacy-1-29 10:53,15,Overcast.,17,84,1021,16
Privacy-1-29 11:53,16,Light rain. Mostly cloudy.,22,86,1021,16
Privacy-1-29 12:53,16,Light rain. Fog.,24,86,1020,10
Privacy-1-29 13:53,15,Light rain. Fog.,22,90,1019,10
Privacy-1-29 14:53,16,Mostly cloudy.,19,86,1018,16
Privacy-1-29 15:53,15,Light rain. Fog.,17,90,1018,6
Privacy-1-29 16:53,15,Light rain. Mostly cloudy.,17,93,1018,14
Privacy-1-29 17:53,15,Mostly cloudy.,19,93,1018,16
Privacy-1-29 18:53,14,Light rain. Mostly cloudy.,17,97,1018,13
Privacy-1-29 19:53,13,Light rain. Fog.,19,97,1018,10
Privacy-1-29 20:53,13,Light rain. Fog.,13,97,1017,2
Privacy-1-29 21:53,13,Light rain. Overcast.,20,96,1018,11
Privacy-1-29 22:53,13,Light rain. Overcast.,17,96,1018,14
Privacy-1-29 23:53,12,Light rain. Overcast.,9,97,1017,16
Privacy-1-30 00:53,13,Mostly cloudy.,15,93,1016,16
Privacy-1-30 01:53,12,Mostly cloudy.,26,93,1017,16
Privacy-1-30 02:53,12,Mostly cloudy.,24,77,1017,16
Privacy-1-30 03:53,11,Passing clouds.,7,77,1017,16
Privacy-1-30 04:53,12,Partly cloudy.,0,74,1017,16
Privacy-1-30 05:53,12,Overcast.,15,77,1017,16
Privacy-1-30 06:53,11,Mostly cloudy.,17,75,1019,16
Privacy-1-30 07:53,11,Scattered clouds.,11,75,1018,16
Privacy-1-30 08:53,12,Broken clouds.,13,72,1019,16
Privacy-1-30 09:53,13,Broken clouds.,9,67,1018,16
Privacy-1-30 10:53,14,Broken clouds.,15,64,1019,16
Privacy-1-30 11:53,14,Broken clouds.,17,58,1019,16
Privacy-1-30 12:53,15,Scattered clouds.,17,54,1018,16
Privacy-1-30 13:53,15,Scattered clouds.,15,56,1017,16
Privacy-1-30 14:53,14,Partly sunny.,24,58,1017,16
Privacy-1-30 15:53,14,Mostly cloudy.,20,60,1016,16
Privacy-1-30 16:53,13,Mostly cloudy.,19,62,1017,16
Privacy-1-30 17:53,13,Passing clouds.,26,64,1017,16
Privacy-1-30 18:53,12,Mostly cloudy.,22,64,1017,16
Privacy-1-30 19:53,12,Overcast.,15,64,1017,16
Privacy-1-30 20:53,12,Mostly cloudy.,13,66,1016,16
Privacy-1-30 21:53,12,Mostly cloudy.,15,66,1016,16
Privacy-1-30 22:53,12,Mostly cloudy.,17,61,1016,16
Privacy-1-30 23:53,12,Mostly cloudy.,13,64,1015,16
Privacy-2-1 00:53,9,Clear.,26,48,1016,16
Privacy-2-1 01:53,9,Clear.,26,46,1017,16
Privacy-2-1 02:53,8,Clear.,24,48,1016,16
Privacy-2-1 03:53,8,Clear.,17,54,1018,16
Privacy-2-1 04:53,8,Clear.,17,54,1019,16
Privacy-2-1 05:53,6,Clear.,11,56,1020,16
Privacy-2-1 06:53,7,Clear.,13,53,1021,16
Privacy-2-1 07:53,7,Passing clouds.,9,51,1022,16
Privacy-2-1 08:53,9,Passing clouds.,28,46,1023,16
Privacy-2-1 09:53,11,Passing clouds.,19,41,1023,16
Privacy-2-1 10:53,12,Passing clouds.,19,37,1023,16
Privacy-2-1 11:53,13,Passing clouds.,19,34,1023,16
Privacy-2-1 12:53,13,Passing clouds.,17,34,1023,16
Privacy-2-1 13:53,14,Passing clouds.,24,36,1023,16
Privacy-2-1 14:53,14,Passing clouds.,20,33,1023,16
Privacy-2-1 15:53,14,Passing clouds.,20,37,1023,16
Privacy-2-1 16:53,13,Scattered clouds.,24,49,1023,16
Privacy-2-1 17:53,12,Passing clouds.,20,56,1024,16
Privacy-2-1 18:53,11,Passing clouds.,9,54,1024,16
Privacy-2-1 19:53,10,Passing clouds.,0,57,1024,16
Privacy-2-1 20:53,8,Clear.,9,71,1024,16
Privacy-2-1 21:53,6,Passing clouds.,11,76,1025,16
Privacy-2-1 22:53,8,Passing clouds.,0,71,1025,16
Privacy-2-1 23:53,8,Passing clouds.,13,77,1025,16
Privacy-2-1 00:53,9,Clear.,26,48,1016,16
Privacy-2-1 01:53,9,Clear.,26,46,1017,16
Privacy-2-1 02:53,8,Clear.,24,48,1016,16
Privacy-2-1 03:53,8,Clear.,17,54,1018,16
Privacy-2-1 04:53,8,Clear.,17,54,1019,16
Privacy-2-1 05:53,6,Clear.,11,56,1020,16
Privacy-2-1 06:53,7,Clear.,13,53,1021,16
Privacy-2-1 07:53,7,Passing clouds.,9,51,1022,16
Privacy-2-1 08:53,9,Passing clouds.,28,46,1023,16
Privacy-2-1 09:53,11,Passing clouds.,19,41,1023,16
Privacy-2-1 10:53,12,Passing clouds.,19,37,1023,16
Privacy-2-1 11:53,13,Passing clouds.,19,34,1023,16
Privacy-2-1 12:53,13,Passing clouds.,17,34,1023,16
Privacy-2-1 13:53,14,Passing clouds.,24,36,1023,16
Privacy-2-1 14:53,14,Passing clouds.,20,33,1023,16
Privacy-2-1 15:53,14,Passing clouds.,20,37,1023,16
Privacy-2-1 16:53,13,Scattered clouds.,24,49,1023,16
Privacy-2-1 17:53,12,Passing clouds.,20,56,1024,16
Privacy-2-1 18:53,11,Passing clouds.,9,54,1024,16
Privacy-2-1 19:53,10,Passing clouds.,0,57,1024,16
Privacy-2-1 20:53,8,Clear.,9,71,1024,16
Privacy-2-1 21:53,6,Passing clouds.,11,76,1025,16
Privacy-2-1 22:53,8,Passing clouds.,0,71,1025,16
Privacy-2-1 23:53,8,Passing clouds.,13,77,1025,16
Privacy-2-2 00:53,7,Passing clouds.,9,76,1024,16
Privacy-2-2 01:53,7,Passing clouds.,7,79,1025,16
Privacy-2-2 02:53,8,Overcast.,15,73,1024,16
Privacy-2-2 03:53,8,Overcast.,19,77,1024,16
Privacy-2-2 04:53,8,Light rain. Mostly cloudy.,15,79,1024,16
Privacy-2-2 05:53,8,Light rain. Mostly cloudy.,22,83,1024,11
Privacy-2-2 06:53,8,Rain. Fog.,22,86,1024,8
Privacy-2-2 07:53,8,Light rain. Cloudy.,26,96,1024,11
Privacy-2-2 08:53,8,Light rain. Fog.,26,93,1024,10
Privacy-2-2 09:53,9,Low clouds.,22,93,1024,16
Privacy-2-2 10:53,11,Low clouds.,17,77,1024,16
Privacy-2-2 11:53,12,Partly sunny.,13,72,1024,16
Privacy-2-2 12:53,14,Scattered clouds.,7,60,1024,16
Privacy-2-2 13:53,13,Broken clouds.,15,69,1023,16
Privacy-2-2 15:53,12,Scattered clouds.,17,62,1024,16
Privacy-2-2 16:53,11,Scattered clouds.,24,64,1025,16
Privacy-2-2 17:53,9,Passing clouds.,20,71,1025,16
Privacy-2-2 18:53,8,Passing clouds.,13,74,1026,16
Privacy-2-2 19:53,7,Passing clouds.,11,76,1026,16
Privacy-2-2 20:53,8,Passing clouds.,17,71,1026,16
Privacy-2-2 21:53,8,Passing clouds.,17,71,1027,16
Privacy-2-2 22:53,7,Passing clouds.,9,76,1027,16
Privacy-2-2 23:53,6,Passing clouds.,11,79,1027,16
Privacy-2-3 00:53,6,Passing clouds.,15,79,1027,16
Privacy-2-3 01:53,7,Passing clouds.,13,73,1027,16
Privacy-2-3 02:53,7,Overcast.,11,76,1027,16
Privacy-2-3 03:53,6,Passing clouds.,0,76,1027,16
Privacy-2-3 04:53,5,Passing clouds.,9,82,1028,16
Privacy-2-3 05:53,6,Clear.,9,76,1028,16
Privacy-2-3 06:53,6,Passing clouds.,11,76,1028,16
Privacy-2-3 07:53,7,Partly sunny.,7,76,1029,16
Privacy-2-3 08:53,8,Partly sunny.,0,73,1029,16
Privacy-2-3 09:53,10,Partly sunny.,11,68,1029,16
Privacy-2-3 10:53,10,Partly sunny.,13,66,1029,16
Privacy-2-3 11:53,11,Partly sunny.,11,66,1029,16
Privacy-2-3 12:53,11,Partly sunny.,11,66,1028,16
Privacy-2-3 14:53,13,Overcast.,6,57,1028,16
Privacy-2-3 15:53,13,Cloudy.,0,51,1028,16
Privacy-2-3 16:53,13,Cloudy.,6,55,1028,16
Privacy-2-3 17:53,13,Partly cloudy.,7,53,1028,16
Privacy-2-3 18:53,13,Partly cloudy.,0,57,1029,16
Privacy-2-3 19:53,12,Passing clouds.,0,69,1030,16
Privacy-2-3 20:53,12,Passing clouds.,0,69,1030,16
Privacy-2-3 21:53,12,Passing clouds.,0,59,1030,16
Privacy-2-3 22:53,10,Passing clouds.,0,74,1030,16
Privacy-2-3 23:53,11,Overcast.,0,66,1031,16
Privacy-2-3 00:53,6,Passing clouds.,15,79,1027,16
Privacy-2-3 01:53,7,Passing clouds.,13,73,1027,16
Privacy-2-3 02:53,7,Overcast.,11,76,1027,16
Privacy-2-3 03:53,6,Passing clouds.,0,76,1027,16
Privacy-2-3 04:53,5,Passing clouds.,9,82,1028,16
Privacy-2-3 05:53,6,Clear.,9,76,1028,16
Privacy-2-3 06:53,6,Passing clouds.,11,76,1028,16
Privacy-2-3 07:53,7,Partly sunny.,7,76,1029,16
Privacy-2-3 08:53,8,Partly sunny.,0,73,1029,16
Privacy-2-3 09:53,10,Partly sunny.,11,68,1029,16
Privacy-2-3 10:53,10,Partly sunny.,13,66,1029,16
Privacy-2-3 11:53,11,Partly sunny.,11,66,1029,16
Privacy-2-3 12:53,11,Partly sunny.,11,66,1028,16
Privacy-2-3 14:53,13,Overcast.,6,57,1028,16
Privacy-2-3 15:53,13,Cloudy.,0,51,1028,16
Privacy-2-3 16:53,13,Cloudy.,6,55,1028,16
Privacy-2-3 17:53,13,Partly cloudy.,7,53,1028,16
Privacy-2-3 18:53,13,Partly cloudy.,0,57,1029,16
Privacy-2-3 19:53,12,Passing clouds.,0,69,1030,16
Privacy-2-3 20:53,12,Passing clouds.,0,69,1030,16
Privacy-2-3 21:53,12,Passing clouds.,0,59,1030,16
Privacy-2-3 22:53,10,Passing clouds.,0,74,1030,16
Privacy-2-3 23:53,11,Overcast.,0,66,1031,16
Privacy-2-4 00:53,10,Overcast.,0,77,1031,16
Privacy-2-4 01:53,9,Passing clouds.,13,80,1030,16
Privacy-2-4 02:53,8,Passing clouds.,9,83,1030,14
Privacy-2-4 03:53,9,Passing clouds.,7,77,1030,16
Privacy-2-4 04:53,8,Passing clouds.,6,83,1030,14
Privacy-2-4 05:53,8,Passing clouds.,9,80,1030,16
Privacy-2-4 06:53,8,Overcast.,9,80,1031,16
Privacy-2-4 07:53,8,Scattered clouds.,9,79,1031,16
Privacy-2-4 08:53,11,Scattered clouds.,11,66,1032,16
Privacy-2-4 09:53,12,Passing clouds.,11,62,1032,16
Privacy-2-4 10:53,14,Passing clouds.,7,54,1032,16
Privacy-2-4 11:53,16,Scattered clouds.,11,46,1031,16
Privacy-2-4 12:53,17,Scattered clouds.,13,46,1030,16
Privacy-2-4 13:53,14,Partly sunny.,13,58,1029,16
Privacy-2-4 14:53,14,Partly sunny.,9,55,1028,16
Privacy-2-4 15:53,14,Partly sunny.,9,55,1028,16
Privacy-2-4 16:53,14,Partly sunny.,11,60,1028,16
Privacy-2-4 17:53,13,Passing clouds.,17,62,1028,16
Privacy-2-4 18:53,12,Passing clouds.,15,66,1029,16
Privacy-2-4 19:53,12,Passing clouds.,11,66,1029,16
Privacy-2-4 20:53,11,Passing clouds.,13,66,1029,16
Privacy-2-4 21:53,11,Passing clouds.,6,69,1029,16
Privacy-2-4 22:53,8,Passing clouds.,9,80,1029,16
Privacy-2-4 23:53,9,Passing clouds.,0,74,1029,16
Privacy-2-7 00:53,11,Clear.,0,86,1027,16
Privacy-2-7 01:53,9,Clear.,6,84,1026,16
Privacy-2-7 02:53,8,Clear.,6,83,1026,16
Privacy-2-7 03:53,9,Clear.,0,83,1025,16
Privacy-2-7 04:53,8,Clear.,6,83,1025,16
Privacy-2-7 05:53,7,Clear.,6,86,1025,16
Privacy-2-7 06:53,8,Clear.,6,83,1025,16
Privacy-2-7 07:53,8,Passing clouds.,7,83,1025,16
Privacy-2-7 08:53,13,Passing clouds.,9,75,1025,16
Privacy-2-7 09:53,14,Passing clouds.,9,72,1025,16
Privacy-2-7 10:53,16,Passing clouds.,7,65,1025,16
Privacy-2-7 11:53,21,Passing clouds.,11,38,1024,16
Privacy-2-7 12:53,22,Passing clouds.,17,37,1023,16
Privacy-2-7 13:53,22,Passing clouds.,9,41,1022,16
Privacy-2-7 14:53,19,Sunny.,11,49,1022,16
Privacy-2-7 15:53,20,Sunny.,9,47,1022,16
Privacy-2-7 16:53,19,Sunny.,7,50,1022,16
Privacy-2-7 17:53,18,Passing clouds.,11,51,1022,16
Privacy-2-7 18:53,18,Clear.,6,51,1022,16
Privacy-2-7 19:53,16,Clear.,9,62,1023,16
Privacy-2-7 20:53,13,Clear.,6,75,1023,16
Privacy-2-7 21:53,14,Clear.,6,74,1023,16
Privacy-2-7 22:53,13,Clear.,0,72,1023,16
Privacy-2-7 23:53,14,Clear.,6,67,1023,16
Privacy-2-8 00:53,12,Clear.,13,72,1022,16
Privacy-2-8 01:53,13,Clear.,11,67,1022,16
Privacy-2-8 02:53,12,Clear.,7,72,1023,16
Privacy-2-8 03:53,12,Clear.,0,72,1023,16
Privacy-2-8 04:53,12,Clear.,6,69,1023,16
Privacy-2-8 05:53,12,Clear.,15,67,1023,16
Privacy-2-8 06:53,13,Clear.,19,69,1023,16
Privacy-2-8 07:53,13,Sunny.,19,72,1024,16
Privacy-2-8 08:53,14,Sunny.,17,72,1024,16
Privacy-2-8 09:53,15,Sunny.,20,69,1025,16
Privacy-2-8 10:53,16,Sunny.,15,65,1024,16
Privacy-2-8 11:53,18,Sunny.,15,51,1024,16
Privacy-2-8 12:53,20,Sunny.,6,51,1023,16
Privacy-2-8 13:53,26,Sunny.,19,23,1022,16
Privacy-2-8 14:53,21,Sunny.,7,44,1021,16
Privacy-2-8 15:53,23,Sunny.,0,34,1021,16
Privacy-2-8 16:53,20,Sunny.,0,44,1021,16
Privacy-2-8 17:53,19,Clear.,7,42,1022,16
Privacy-2-8 18:53,18,Clear.,11,49,1022,16
Privacy-2-8 19:53,17,Clear.,13,45,1022,16
Privacy-2-8 20:53,18,Clear.,7,40,1022,16
Privacy-2-8 21:53,15,Clear.,6,51,1022,16
Privacy-2-8 22:53,15,Clear.,6,51,1022,16
Privacy-2-8 23:53,14,Clear.,0,74,1022,16
Privacy-2-8 00:53,12,Clear.,13,72,1022,16
Privacy-2-8 01:53,13,Clear.,11,67,1022,16
Privacy-2-8 02:53,12,Clear.,7,72,1023,16
Privacy-2-8 03:53,12,Clear.,0,72,1023,16
Privacy-2-8 04:53,12,Clear.,6,69,1023,16
Privacy-2-8 05:53,12,Clear.,15,67,1023,16
Privacy-2-8 06:53,13,Clear.,19,69,1023,16
Privacy-2-8 07:53,13,Sunny.,19,72,1024,16
Privacy-2-8 08:53,14,Sunny.,17,72,1024,16
Privacy-2-8 09:53,15,Sunny.,20,69,1025,16
Privacy-2-8 10:53,16,Sunny.,15,65,1024,16
Privacy-2-8 11:53,18,Sunny.,15,51,1024,16
Privacy-2-8 12:53,20,Sunny.,6,51,1023,16
Privacy-2-8 13:53,26,Sunny.,19,23,1022,16
Privacy-2-8 14:53,21,Sunny.,7,44,1021,16
Privacy-2-8 15:53,23,Sunny.,0,34,1021,16
Privacy-2-8 16:53,20,Sunny.,0,44,1021,16
Privacy-2-8 17:53,19,Clear.,7,42,1022,16
Privacy-2-8 18:53,18,Clear.,11,49,1022,16
Privacy-2-8 19:53,17,Clear.,13,45,1022,16
Privacy-2-8 20:53,18,Clear.,7,40,1022,16
Privacy-2-8 21:53,15,Clear.,6,51,1022,16
Privacy-2-8 22:53,15,Clear.,6,51,1022,16
Privacy-2-8 23:53,14,Clear.,0,74,1022,16
Privacy-2-9 00:53,11,Clear.,0,77,1022,16
Privacy-2-9 01:53,11,Clear.,0,77,1022,16
Privacy-2-9 02:53,11,Clear.,0,77,1022,16
Privacy-2-9 03:53,9,Clear.,0,77,1022,16
Privacy-2-9 04:53,9,Clear.,0,74,1022,16
Privacy-2-9 05:53,8,Clear.,0,80,1022,16
Privacy-2-9 06:53,8,Passing clouds.,6,83,1023,16
Privacy-2-9 07:53,12,Passing clouds.,7,72,1023,16
Privacy-2-9 08:53,14,Scattered clouds.,6,78,1024,16
Privacy-2-9 09:53,15,Partly sunny.,7,72,1024,16
Privacy-2-9 10:53,16,Partly sunny.,7,69,1024,16
Privacy-2-9 11:53,17,Partly sunny.,15,54,1022,16
Privacy-2-9 12:53,19,Partly sunny.,13,52,1021,16
Privacy-2-9 13:53,19,Partly sunny.,11,51,1021,16
Privacy-2-9 14:53,20,Partly sunny.,13,45,1021,16
Privacy-2-9 15:53,20,Partly sunny.,11,55,1021,16
Privacy-2-9 16:53,19,Partly sunny.,13,55,1021,16
Privacy-2-9 17:53,17,Passing clouds.,13,65,1022,16
Privacy-2-9 18:53,16,Clear.,11,75,1021,16
Privacy-2-9 19:53,15,Passing clouds.,0,78,1022,13
Privacy-2-9 20:53,16,Passing clouds.,7,72,1022,16
Privacy-2-9 21:53,14,Passing clouds.,0,78,1022,14
Privacy-2-9 22:53,12,Passing clouds.,7,83,1022,11
Privacy-2-9 23:53,13,Passing clouds.,6,80,1023,16
Privacy-2-10 00:53,12,Clear.,7,86,1023,13
Privacy-2-10 01:53,12,Clear.,9,86,1024,13
Privacy-2-10 02:53,11,Clear.,0,83,1023,14
Privacy-2-10 03:53,10,Clear.,9,89,1023,13
Privacy-2-10 04:53,10,Passing clouds.,0,89,1024,11
Privacy-2-10 05:53,9,Light fog.,0,90,1024,11
Privacy-2-10 06:53,10,Fog.,0,89,1024,10
Privacy-2-10 07:53,11,Fog.,7,86,1025,10
Privacy-2-10 08:53,13,Partly sunny.,11,84,1025,11
Privacy-2-10 09:53,14,Partly sunny.,11,81,1025,10
Privacy-2-10 10:53,16,Scattered clouds.,9,70,1025,16
Privacy-2-10 11:53,17,Scattered clouds.,19,63,1025,16
Privacy-2-10 12:53,19,Scattered clouds.,13,54,1023,16
Privacy-2-10 13:53,18,Scattered clouds.,15,61,1023,16
Privacy-2-10 14:53,20,Partly sunny.,13,55,1022,16
Privacy-2-10 15:53,17,Partly sunny.,15,65,1022,16
Privacy-2-10 16:53,17,Partly sunny.,9,67,1021,16
Privacy-2-10 17:53,17,Passing clouds.,6,67,1021,16
Privacy-2-10 18:53,16,Passing clouds.,6,72,1021,16
Privacy-2-10 19:53,16,Passing clouds.,0,67,1021,16
Privacy-2-10 20:53,14,Passing clouds.,9,81,1021,16
Privacy-2-10 21:53,13,Passing clouds.,0,77,1021,16
Privacy-2-10 22:53,14,Passing clouds.,0,74,1021,16
Privacy-2-10 23:53,14,Passing clouds.,6,75,1021,16
Privacy-2-11 00:53,13,Passing clouds.,7,80,1021,16
Privacy-2-11 01:53,12,Clear.,6,86,1021,16
Privacy-2-11 02:53,12,Clear.,6,80,1021,16
Privacy-2-11 03:53,10,Clear.,6,86,1020,16
Privacy-2-11 04:53,10,Passing clouds.,0,86,1020,16
Privacy-2-11 05:53,9,Passing clouds.,6,84,1020,16
Privacy-2-11 06:53,10,Overcast.,0,86,1021,11
Privacy-2-11 07:53,12,Mostly cloudy.,0,83,1021,16
Privacy-2-11 08:53,14,Mostly cloudy.,0,78,1021,16
Privacy-2-11 09:53,16,Partly sunny.,6,69,1022,16
Privacy-2-11 10:53,18,Partly sunny.,0,61,1022,16
Privacy-2-11 11:53,18,Partly sunny.,13,61,1021,16
Privacy-2-11 12:53,19,Partly sunny.,9,47,1020,16
Privacy-2-11 14:53,23,Broken clouds.,7,38,1020,16
Privacy-2-11 15:53,19,Broken clouds.,19,59,1020,16
Privacy-2-11 16:53,19,Broken clouds.,9,51,1020,16
Privacy-2-11 17:53,16,Passing clouds.,15,67,1020,16
Privacy-2-11 18:53,16,Passing clouds.,7,67,1021,16
Privacy-2-11 19:53,15,Passing clouds.,11,72,1022,16
Privacy-2-11 20:53,14,Passing clouds.,6,83,1022,16
Privacy-2-11 21:53,13,Passing clouds.,9,87,1022,14
Privacy-2-11 22:53,13,Passing clouds.,11,87,1022,16
Privacy-2-11 23:53,13,Passing clouds.,0,83,1023,14
Privacy-2-12 00:53,12,Clear.,0,89,1023,13
Privacy-2-12 01:53,12,Passing clouds.,0,86,1023,13
Privacy-2-12 02:53,10,Passing clouds.,0,93,1022,16
Privacy-2-12 03:53,9,Passing clouds.,6,90,1022,16
Privacy-2-12 04:53,10,Clear.,0,86,1022,13
Privacy-2-12 05:53,9,Clear.,6,93,1023,11
Privacy-2-12 06:53,9,Fog.,7,89,1023,8
Privacy-2-12 07:53,10,Scattered clouds.,0,86,1023,16
Privacy-2-12 08:53,13,Scattered clouds.,9,90,1024,16
Privacy-2-12 09:53,15,Partly sunny.,7,78,1024,16
Privacy-2-12 10:53,16,Partly sunny.,9,72,1024,16
Privacy-2-12 11:53,17,Partly sunny.,13,60,1024,16
Privacy-2-12 12:53,17,Partly sunny.,11,63,1023,16
Privacy-2-12 14:53,18,Partly sunny.,17,68,1022,16
Privacy-2-12 15:53,18,Partly sunny.,15,73,1022,16
Privacy-2-12 16:53,17,Broken clouds.,11,75,1022,16
Privacy-2-12 17:53,16,Partly cloudy.,9,81,1022,16
Privacy-2-12 18:53,16,Passing clouds.,6,83,1022,16
Privacy-2-12 19:53,15,Passing clouds.,9,84,1022,16
Privacy-2-12 20:53,14,Passing clouds.,0,87,1023,16
Privacy-2-12 21:53,13,Fog.,0,87,1023,16
Privacy-2-12 22:53,12,Fog.,0,90,1023,13
Privacy-2-12 23:53,13,Fog.,0,90,1023,13
Privacy-2-13 00:53,13,Mostly cloudy.,9,90,1023,13
Privacy-2-13 01:53,12,Fog.,0,93,1023,11
Privacy-2-13 02:53,13,Mostly cloudy.,0,90,1024,13
Privacy-2-13 03:53,13,Fog.,7,90,1024,11
Privacy-2-13 05:00,12,Fog.,0,93,1024,0
Privacy-2-13 05:53,13,Fog.,0,90,1024,3
Privacy-2-13 06:53,13,Fog.,6,90,1025,5
Privacy-2-13 07:53,13,Fog.,0,90,1025,8
Privacy-2-13 08:53,13,Fog.,0,90,1025,6
Privacy-2-13 09:53,14,Fog.,9,87,1026,10
Privacy-2-13 10:53,14,Passing clouds.,13,81,1026,16
Privacy-2-13 11:53,17,Passing clouds.,11,70,1026,16
Privacy-2-13 12:53,17,Passing clouds.,7,67,1024,16
Privacy-2-13 13:53,18,Passing clouds.,11,59,1023,16
Privacy-2-13 14:53,18,Passing clouds.,13,65,1023,16
Privacy-2-13 15:53,18,Scattered clouds.,17,61,1023,16
Privacy-2-13 16:53,17,Partly sunny.,19,67,1023,16
Privacy-2-13 17:53,15,Passing clouds.,19,75,1024,16
Privacy-2-13 18:53,14,Passing clouds.,7,75,1024,16
Privacy-2-13 19:53,13,Passing clouds.,6,77,1024,16
Privacy-2-13 20:53,13,Passing clouds.,0,83,1025,16
Privacy-2-13 21:53,12,Passing clouds.,0,83,1026,16
Privacy-2-13 22:53,11,Passing clouds.,6,86,1026,16
Privacy-2-13 23:53,11,Passing clouds.,7,83,1026,16
Privacy-2-14 00:53,11,Passing clouds.,0,86,1026,16
Privacy-2-14 01:53,10,Passing clouds.,7,89,1026,14
Privacy-2-14 02:53,10,Passing clouds.,6,86,1026,16
Privacy-2-14 03:53,9,Passing clouds.,0,90,1025,16
Privacy-2-14 04:53,9,Passing clouds.,0,86,1025,16
Privacy-2-14 05:53,9,Passing clouds.,7,86,1026,16
Privacy-2-14 06:53,9,Passing clouds.,6,86,1026,16
Privacy-2-14 07:53,11,Partly sunny.,7,83,1026,16
Privacy-2-14 08:53,13,Partly sunny.,6,77,1026,16
Privacy-2-14 09:53,15,Broken clouds.,9,67,1026,16
Privacy-2-14 10:53,16,Broken clouds.,13,58,1026,16
Privacy-2-14 11:53,17,Broken clouds.,13,63,1025,16
Privacy-2-14 12:53,18,Broken clouds.,13,56,1024,16
Privacy-2-14 13:53,21,Broken clouds.,20,53,1023,16
Privacy-2-14 14:53,21,Broken clouds.,20,55,1023,16
Privacy-2-14 15:53,21,Broken clouds.,15,55,1022,16
Privacy-2-14 16:53,19,Broken clouds.,15,65,1022,16
Privacy-2-14 17:53,17,Partly cloudy.,13,73,1022,16
Privacy-2-14 18:53,16,Passing clouds.,7,78,1023,16
Privacy-2-14 19:53,15,Passing clouds.,0,81,1023,16
Privacy-2-14 20:53,15,Passing clouds.,11,84,1023,16
Privacy-2-14 21:53,14,Passing clouds.,13,84,1023,16
Privacy-2-14 22:53,16,Passing clouds.,17,78,1023,16
Privacy-2-14 23:53,15,Passing clouds.,7,78,1023,16
Privacy-2-15 00:53,15,Passing clouds.,0,78,1023,16
Privacy-2-15 01:53,13,Clear.,7,84,1022,16
Privacy-2-15 02:53,14,Clear.,9,81,1022,16
Privacy-2-15 03:53,12,Clear.,6,90,1021,16
Privacy-2-15 04:53,11,Clear.,6,89,1021,16
Privacy-2-15 05:53,16,Clear.,0,65,1021,16
Privacy-2-15 06:53,13,Passing clouds.,6,87,1022,16
Privacy-2-15 07:53,17,Scattered clouds.,11,62,1022,16
Privacy-2-15 08:53,19,Passing clouds.,17,51,1022,16
Privacy-2-15 09:53,22,Passing clouds.,6,42,1022,16
Privacy-2-15 10:53,19,Passing clouds.,13,56,1022,16
Privacy-2-15 11:53,19,Passing clouds.,13,53,1021,16
Privacy-2-15 12:53,21,Passing clouds.,13,42,1020,16
Privacy-2-15 13:53,23,Passing clouds.,11,38,1019,16
Privacy-2-15 14:53,23,Passing clouds.,11,36,1018,16
Privacy-2-15 15:53,22,Passing clouds.,11,40,1018,16
Privacy-2-15 16:53,21,Passing clouds.,9,46,1017,16
